https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USDT
1616889600,2021-03-28 00:00:00,LTC/USDT,184.1,187.225,180.125,184.125,25355.37572681,4662607.75193719005
1616803200,2021-03-27 00:00:00,LTC/USDT,183.76,186.257,177.785,184.068,24058.79572941,4390579.98785394031
1616716800,2021-03-26 00:00:00,LTC/USDT,171.545,183.763,171.461,183.468,38794.11253873,6919972.47661059937
1616630400,2021-03-25 00:00:00,LTC/USDT,176.082,178.321,168.002,171.554,38525.65455344,6703356.60631433786
1616544000,2021-03-24 00:00:00,LTC/USDT,185.831,196.984,170.945,176.095,55883.69255749,10498000.76041139082
1616457600,2021-03-23 00:00:00,LTC/USDT,185.641,189.398,181.202,185.74,32436.34806012,6036152.85879749354
1616371200,2021-03-22 00:00:00,LTC/USDT,195.329,198.816,184.428,185.698,44442.17956776,8553170.94759718089
1616284800,2021-03-21 00:00:00,LTC/USDT,200.02,201.782,192.204,195.321,25895.04723806,5083963.98754634237
1616198400,2021-03-20 00:00:00,LTC/USDT,199.914,206.133,198.771,200.079,32228.84784943,6517215.29638288923
1616112000,2021-03-19 00:00:00,LTC/USDT,199.92,204.986,195.877,200.039,33264.84663732,6684832.36951929215
1616025600,2021-03-18 00:00:00,LTC/USDT,206.169,208.198,199.061,199.629,43155.48595014,8821406.90353587741
1615939200,2021-03-17 00:00:00,LTC/USDT,201.594,206.9,194.2,206.104,40474.05855609,8123680.17103571479
1615852800,2021-03-16 00:00:00,LTC/USDT,200.737,205.157,191.013,201.632,64715.92250981,12864977.41597948666
1615766400,2021-03-15 00:00:00,LTC/USDT,213.879,222.514,197.337,200.509,89234.17144446,18488326.03860484178
1615680000,2021-03-14 00:00:00,LTC/USDT,226.17,228,213.916,213.941,45277.15331095,9974140.93550134183
1615593600,2021-03-13 00:00:00,LTC/USDT,220.952,230.182,212.651,226.089,77483.73322719,17238213.12039405374
1615507200,2021-03-12 00:00:00,LTC/USDT,201.5,236.4,198.491,220.913,121302.31836007,25690429.41207458193
1615420800,2021-03-11 00:00:00,LTC/USDT,200.704,203.425,186.001,201.31,82987.96487855,16478850.37292059602
1615334400,2021-03-10 00:00:00,LTC/USDT,203.791,208,191.291,199.999,81926.18681556,16425913.91650830734
1615248000,2021-03-09 00:00:00,LTC/USDT,192,205,188.386,203.771,60702.65463686,12035880.75802367647
1615161600,2021-03-08 00:00:00,LTC/USDT,190.93,195.208,179.652,191.872,52090.17442613,9767421.74527220025
1615075200,2021-03-07 00:00:00,LTC/USDT,183,192.321,182.2,190.913,34585.18582797,6445796.98250598449
1614988800,2021-03-06 00:00:00,LTC/USDT,180.427,184.659,174.488,182.917,37451.24877927,6764113.62988085841
1614902400,2021-03-05 00:00:00,LTC/USDT,180.657,183.519,168.528,180.239,52071.43115257,9120286.96945709527
1614816000,2021-03-04 00:00:00,LTC/USDT,187.641,194.367,177,180.587,48284.30982514,8943024.65451982788
1614729600,2021-03-03 00:00:00,LTC/USDT,178.933,196.549,176.878,187.654,80255.96946179,15274074.69705328547
1614643200,2021-03-02 00:00:00,LTC/USDT,175.957,185.164,170.76,179.062,43945.04848156,7750994.86432433737
1614556800,2021-03-01 00:00:00,LTC/USDT,165.189,176.439,163.284,175.848,33604.08279408,5712636.19061225669
1614470400,2021-02-28 00:00:00,LTC/USDT,171.766,172.91,152.819,165.249,56758.66582362,9157440.33897945487
1614384000,2021-02-27 00:00:00,LTC/USDT,170.197,180.345,166.992,171.796,54665.05953794,9561468.7900091559
1614297600,2021-02-26 00:00:00,LTC/USDT,179.372,182.802,162.756,170.218,95941.17099617,16564559.03323254169
1614211200,2021-02-25 00:00:00,LTC/USDT,181.338,205,175.06,179.137,92230.8619516,17552017.16055727682
1614124800,2021-02-24 00:00:00,LTC/USDT,177.431,189.386,169.167,181.455,82345.4233531,14893123.94170605925
1614038400,2021-02-23 00:00:00,LTC/USDT,208.224,208.754,157.037,177.597,172201.70001383,30783676.55766320242
1613952000,2021-02-22 00:00:00,LTC/USDT,227.151,227.351,176,207.777,159425.80327229,33066890.23208954222
1613865600,2021-02-21 00:00:00,LTC/USDT,226.657,233.75,220.164,227.151,65450.79908858,14894431.84031667143
1613779200,2021-02-20 00:00:00,LTC/USDT,236.612,247.15,207.411,226.917,111085.81365726,26107277.572167612395
1613692800,2021-02-19 00:00:00,LTC/USDT,226.806,242.395,220.106,236.543,84623.40165623,19647114.5185845822
1613606400,2021-02-18 00:00:00,LTC/USDT,237.605,239.064,219.132,226.813,71009.69322186,16242351.09823120657
1613520000,2021-02-17 00:00:00,LTC/USDT,210.316,237.634,203.424,237.371,108291.03903816,24083288.82570825414
1613433600,2021-02-16 00:00:00,LTC/USDT,208.235,222.086,200,210.316,95426.42396572,20152198.99172650136
1613347200,2021-02-15 00:00:00,LTC/USDT,213.66,219.984,182.602,207.906,101790.23959094,21017638.63889732786
1613260800,2021-02-14 00:00:00,LTC/USDT,225.894,230.526,197.029,213.441,91342.68367602,20034733.3708632735
1613174400,2021-02-13 00:00:00,LTC/USDT,196.905,228.936,191.561,225.924,129750.43265062,27203727.6438503665
1613088000,2021-02-12 00:00:00,LTC/USDT,183.629,199.721,176.8,196.733,75894.39305387,14317964.45414686653
1613001600,2021-02-11 00:00:00,LTC/USDT,181.654,193.436,175.717,183.673,71957.52785745,13305993.21436628058
1612915200,2021-02-10 00:00:00,LTC/USDT,181.415,194.972,169.354,181.543,116874.82823176,21390590.77782087101
1612828800,2021-02-09 00:00:00,LTC/USDT,167.425,184.281,164.306,181.455,68210.09476419,11699226.78130395248
1612742400,2021-02-08 00:00:00,LTC/USDT,150.888,169.308,147.8,167.418,52697.12315637,8375739.17279949879
1612656000,2021-02-07 00:00:00,LTC/USDT,155.562,157.327,145.19,151.026,43821.94233612,6601074.79140882103
1612569600,2021-02-06 00:00:00,LTC/USDT,155.025,164.072,149.794,155.552,64044.0365575,10180712.51977631104
1612483200,2021-02-05 00:00:00,LTC/USDT,145.091,156.868,143.24,155.009,55633.42764867,8419693.88690040097
1612396800,2021-02-04 00:00:00,LTC/USDT,156.077,160,141.149,145.15,79760.66607111,11949315.89207192225
1612310400,2021-02-03 00:00:00,LTC/USDT,142.048,156.651,142.048,156.089,74530.32171647,11353593.03547982348
1612224000,2021-02-02 00:00:00,LTC/USDT,131.948,145.834,131.902,141.981,67757.34938644,9516807.9081804434
1612137600,2021-02-01 00:00:00,LTC/USDT,129.41,136.575,126.005,131.947,48858.32330742,6409699.40543365886
1612051200,2021-01-31 00:00:00,LTC/USDT,133.333,135,125.643,129.33,31549.08932627,4098744.25443450434
1611964800,2021-01-30 00:00:00,LTC/USDT,134.667,136.242,128.002,133.252,45977.50829067,6069474.35215099663
1611878400,2021-01-29 00:00:00,LTC/USDT,133.282,145.638,128.156,134.746,68450.48780388,9456939.0608960382
1611792000,2021-01-28 00:00:00,LTC/USDT,122.39,135.884,120.777,133.22,32727.26642292,4231090.66184334953
1611705600,2021-01-27 00:00:00,LTC/USDT,134.663,134.952,118.2,122.39,33058.03711236,4159133.96593365537
1611619200,2021-01-26 00:00:00,LTC/USDT,137.078,139.733,128.271,134.752,27388.89102776,3680899.73310657351
1611532800,2021-01-25 00:00:00,LTC/USDT,140.993,147.615,136.676,137.127,37558.85070569,5364577.08078999294
1611446400,2021-01-24 00:00:00,LTC/USDT,137.606,142.634,133.627,140.959,24163.9083558,3353571.91456819829
1611360000,2021-01-23 00:00:00,LTC/USDT,137.618,143.471,135.085,137.679,32287.40602985,4479088.74965376613
1611273600,2021-01-22 00:00:00,LTC/USDT,129.679,141.828,122.753,137.678,55481.39816937,7496462.13851406388
1611187200,2021-01-21 00:00:00,LTC/USDT,149.708,150.15,125.702,129.722,72598.86438941,9857680.62924336953
1611100800,2021-01-20 00:00:00,LTC/USDT,151.855,156.117,138.435,149.675,65203.99979658,9578717.54476220636
1611014400,2021-01-19 00:00:00,LTC/USDT,151.945,166,150.251,151.838,71211.03443322,11301120.83005077176
1610928000,2021-01-18 00:00:00,LTC/USDT,142.826,154.987,138.472,151.87,56127.12413437,8274798.71380375288
1610841600,2021-01-17 00:00:00,LTC/USDT,143.501,146.968,135.941,142.838,52908.64109108,7506495.08560787934
1610755200,2021-01-16 00:00:00,LTC/USDT,143.713,152.472,139.207,143.571,55654.45918016,8128332.82432060974
1610668800,2021-01-15 00:00:00,LTC/USDT,152.479,155.687,129.323,143.702,60855.38378177,8813134.88946470149
1610582400,2021-01-14 00:00:00,LTC/USDT,147.401,156.912,143.44,152.579,52221.31574469,7825297.66776523054
1610496000,2021-01-13 00:00:00,LTC/USDT,133.427,148.435,125.91,147.347,66432.31850085,9053441.94843438639
1610409600,2021-01-12 00:00:00,LTC/USDT,138.892,146.76,127.922,133.442,95250.52888094,13037901.82585500928
1610323200,2021-01-11 00:00:00,LTC/USDT,170.095,170.635,112.64,138.907,196145.22085316,26609273.38607542114
1610236800,2021-01-10 00:00:00,LTC/USDT,177.184,185.83,160,170.164,66702.1772796,11646420.16660562058
1610150400,2021-01-09 00:00:00,LTC/USDT,172.185,178.879,163.399,177.234,67283.80913767,11500493.01336079708
1610064000,2021-01-08 00:00:00,LTC/USDT,169.644,181.934,150,172.215,115407.32414374,19280732.71604434488
1609977600,2021-01-07 00:00:00,LTC/USDT,169.016,181.232,139.986,169.466,80839.73214347,13792139.78080861437
1609891200,2021-01-06 00:00:00,LTC/USDT,158.427,169.682,155.003,168.982,52564.96623941,8556935.35421925382
1609804800,2021-01-05 00:00:00,LTC/USDT,155.533,162.771,146.512,158.459,55134.91386991,8526736.15643617559
1609718400,2021-01-04 00:00:00,LTC/USDT,161.299,173.717,137.8,155.355,113138.42403331,17638281.74767045065
1609632000,2021-01-03 00:00:00,LTC/USDT,137.129,164.555,135.344,161.239,99013.91763366,14819530.3850707702
1609545600,2021-01-02 00:00:00,LTC/USDT,125.996,141.704,123.163,136.914,68398.97655374,9055336.08686816122
1609459200,2021-01-01 00:00:00,LTC/USDT,124.251,133.912,122.99,126.282,42871.04210876,5503861.84029088451
1609372800,2020-12-31 00:00:00,LTC/USDT,130.118,130.333,122,124.278,31921.63037547,4017784.98415874315
1609286400,2020-12-30 00:00:00,LTC/USDT,128.972,133.147,122.8,130.042,41694.87119707,5329470.54730202233
1609200000,2020-12-29 00:00:00,LTC/USDT,129.863,130.853,120.099,128.813,44199.70130638,5584576.66340752115
1609113600,2020-12-28 00:00:00,LTC/USDT,127.761,137.297,126.471,129.871,40331.11205723,5302331.41181682015
1609027200,2020-12-27 00:00:00,LTC/USDT,129.61,139.4,121.893,127.859,76496.65755631,10080143.34905616879
1608940800,2020-12-26 00:00:00,LTC/USDT,127.746,135.2,125,129.636,64558.3485983,8403082.94887413334
1608854400,2020-12-25 00:00:00,LTC/USDT,111.215,128.57,108.306,127.655,67386.8018699,8001822.90108222532
1608768000,2020-12-24 00:00:00,LTC/USDT,102.4,112.291,98.681,111.173,56417.0169119,5909400.5452951627
1608681600,2020-12-23 00:00:00,LTC/USDT,114.29,117.232,95,102.45,100356.22575612,10788901.31030391615
1608595200,2020-12-22 00:00:00,LTC/USDT,104.534,117,98.37,114.312,78047.83612605,8317180.28850564124
1608508800,2020-12-21 00:00:00,LTC/USDT,114.629,118.625,91.789,104.435,83323.54689925,9004986.53554845557
1608422400,2020-12-20 00:00:00,LTC/USDT,119.883,123.213,109.82,114.698,73834.77935817,8620105.90626469052
1608336000,2020-12-19 00:00:00,LTC/USDT,109.361,124.154,105.38,119.881,77132.48906491,8915376.48542801101
1608249600,2020-12-18 00:00:00,LTC/USDT,101,112.783,99.027,109.374,75792.7815359,8150018.88319780923
1608163200,2020-12-17 00:00:00,LTC/USDT,92.95,109.756,90.529,101.065,122059.31669249,12244080.89591079993
1608076800,2020-12-16 00:00:00,LTC/USDT,81.391,93.262,78.375,92.987,64864.39890916,5575949.63677620169
1607990400,2020-12-15 00:00:00,LTC/USDT,82.369,84.903,80.394,81.336,25879.72089385,2127995.94817888205
1607904000,2020-12-14 00:00:00,LTC/USDT,82.278,82.95,79.159,82.353,26048.74875948,2117008.21902602207
1607817600,2020-12-13 00:00:00,LTC/USDT,76.637,84.311,75.544,82.309,35178.89689492,2822940.26232304156
1607731200,2020-12-12 00:00:00,LTC/USDT,72.203,77.573,72.051,76.663,38871.34595566,2930990.96013472068
1607644800,2020-12-11 00:00:00,LTC/USDT,74.701,75.065,69.928,72.2,35940.42193479,2579975.98163619663
1607558400,2020-12-10 00:00:00,LTC/USDT,77.399,77.615,73.161,74.691,18686.9395817,1404112.90491894019
1607472000,2020-12-09 00:00:00,LTC/USDT,76.703,78.195,72.158,77.403,26319.24261363,2002173.53716224983
1607385600,2020-12-08 00:00:00,LTC/USDT,83.405,84.801,75.439,76.783,36452.97030239,2912055.75429427702
1607299200,2020-12-07 00:00:00,LTC/USDT,83.6,86.852,81.777,83.4,31228.83548922,2617073.14251416891
1607212800,2020-12-06 00:00:00,LTC/USDT,83.232,85.164,80.328,83.606,25925.09344015,2147662.25954297957
1607126400,2020-12-05 00:00:00,LTC/USDT,79.492,84.245,78.708,83.135,30288.20689448,2478515.37613875435
1607040000,2020-12-04 00:00:00,LTC/USDT,88.886,89.8,77.55,79.62,50543.036305,4272456.05900952973
1606953600,2020-12-03 00:00:00,LTC/USDT,88.866,91.327,85.479,89.045,31229.09752605,2764728.73962174661
1606867200,2020-12-02 00:00:00,LTC/USDT,85.062,90.676,82.699,89.049,44339.28554658,3849947.34613738537
1606780800,2020-12-01 00:00:00,LTC/USDT,87.673,93,79.432,85.172,83215.41341771,7273797.51463422272
1606694400,2020-11-30 00:00:00,LTC/USDT,78.93,88.456,76.64,87.663,44370.03785436,3690246.11278090347
1606608000,2020-11-29 00:00:00,LTC/USDT,72.709,81.078,71.564,78.891,44392.69549636,3417959.52246765285
1606521600,2020-11-28 00:00:00,LTC/USDT,69.2,74.869,68.305,72.7,27170.1294396,1955893.48414221973
1606435200,2020-11-27 00:00:00,LTC/USDT,71.025,73.507,65.371,69.075,43979.61450857,3036779.46385105453
1606348800,2020-11-26 00:00:00,LTC/USDT,81.745,83.217,64.417,71,69914.10778328,5072743.58791225983
1606262400,2020-11-25 00:00:00,LTC/USDT,89.246,90.799,78.053,81.958,37956.46775965,3244516.9191689449
1606176000,2020-11-24 00:00:00,LTC/USDT,89.067,93.94,85.45,89.263,62636.3011366,5606724.72571081415
1606089600,2020-11-23 00:00:00,LTC/USDT,82.964,90.88,80.956,89.137,54583.41245998,4767303.17669297914
1606003200,2020-11-22 00:00:00,LTC/USDT,87.121,87.9,77.795,82.86,42921.03644945,3591123.98795140344
1605916800,2020-11-21 00:00:00,LTC/USDT,82.54,88.444,80.176,87.132,39801.55090942,3353162.47587571062
1605830400,2020-11-20 00:00:00,LTC/USDT,81.511,85.564,80.019,82.528,45187.79607772,3718332.81424781295
1605744000,2020-11-19 00:00:00,LTC/USDT,73.417,83.38,71.475,81.556,49949.88311284,3918073.97850801759
1605657600,2020-11-18 00:00:00,LTC/USDT,76.262,77.1,61.275,73.471,56886.98526681,4138222.93725296441
1605571200,2020-11-17 00:00:00,LTC/USDT,73.826,77,71.411,76.29,61901.40219621,4576428.20940080028
1605484800,2020-11-16 00:00:00,LTC/USDT,62.28,74.559,62.095,73.848,56948.80174955,3942755.0777199584
1605398400,2020-11-15 00:00:00,LTC/USDT,63.813,64.411,61.098,62.273,14212.06178115,891076.27637144912
1605312000,2020-11-14 00:00:00,LTC/USDT,65.955,66.3,61.673,63.799,33797.51941579,2145189.26230760624
1605225600,2020-11-13 00:00:00,LTC/USDT,60.736,66.634,60.155,65.953,55218.71517537,3506454.78228057538
1605139200,2020-11-12 00:00:00,LTC/USDT,59.254,60.784,57.614,60.717,27061.36079627,1590990.27866389375
1605052800,2020-11-11 00:00:00,LTC/USDT,57.952,60.526,57.8,59.275,30180.86294343,1798975.29330145572
1604966400,2020-11-10 00:00:00,LTC/USDT,59.226,59.581,57.054,57.931,24562.90653666,1433573.82412794605
1604880000,2020-11-09 00:00:00,LTC/USDT,61.003,61.847,57.436,59.232,27127.21855889,1619915.21063212437
1604793600,2020-11-08 00:00:00,LTC/USDT,58.908,62,58.595,60.979,28849.29406472,1739383.39200514904
1604707200,2020-11-07 00:00:00,LTC/USDT,63.225,64.75,57.073,58.925,68134.29176507,4210304.78106258779
1604620800,2020-11-06 00:00:00,LTC/USDT,58.983,63.645,58.655,63.217,63172.63380348,3887404.70853136683
1604534400,2020-11-05 00:00:00,LTC/USDT,54.706,59.708,54.634,58.936,48814.98382367,2791663.83540245617
1604448000,2020-11-04 00:00:00,LTC/USDT,53.964,55.183,51.614,54.678,34074.94985469,1822321.06885144538
1604361600,2020-11-03 00:00:00,LTC/USDT,53.811,54.377,51.2,53.954,21902.04288354,1161367.16369816663
1604275200,2020-11-02 00:00:00,LTC/USDT,55.636,56.791,53.006,53.819,26975.61588589,1474368.83356039913
1604188800,2020-11-01 00:00:00,LTC/USDT,55.687,56.193,54.095,55.611,21341.02095947,1175426.72291815751
1604102400,2020-10-31 00:00:00,LTC/USDT,54.021,56.477,53.622,55.714,25495.02212702,1406974.52346967655
1604016000,2020-10-30 00:00:00,LTC/USDT,54.898,55.778,52.209,54.012,27046.53979876,1453626.90660793653
1603929600,2020-10-29 00:00:00,LTC/USDT,55.782,56.547,53.367,54.912,21711.64397745,1203550.83614279575
1603843200,2020-10-28 00:00:00,LTC/USDT,57.901,60.523,54.721,55.799,49899.46627149,2861734.91246158634
1603756800,2020-10-27 00:00:00,LTC/USDT,56.824,59.078,56.477,57.914,27513.10957837,1589873.80215382267
1603670400,2020-10-26 00:00:00,LTC/USDT,58.811,59.29,54.936,56.824,28826.51213258,1646232.33300562498
1603584000,2020-10-25 00:00:00,LTC/USDT,59.214,59.956,56.53,58.76,25509.33106336,1488769.51042009158
1603497600,2020-10-24 00:00:00,LTC/USDT,55.407,59.619,54.859,59.237,26589.31998384,1536482.73322408747
1603411200,2020-10-23 00:00:00,LTC/USDT,54.334,56.974,53.089,55.4,25079.48843749,1384895.46214567178
1603324800,2020-10-22 00:00:00,LTC/USDT,52.978,56.288,52.978,54.426,40375.59287185,2220950.54773289909
1603238400,2020-10-21 00:00:00,LTC/USDT,46.901,55,46.87,52.99,40083.72594714,2070462.45538572074
1603152000,2020-10-20 00:00:00,LTC/USDT,48.012,48.44,46.369,46.873,12698.19829027,601686.00583149952
1603065600,2020-10-19 00:00:00,LTC/USDT,47.56,48.436,46.802,48.005,14365.93238727,683999.23980742455
1602979200,2020-10-18 00:00:00,LTC/USDT,46.917,47.995,46.784,47.52,10299.27370565,488460.40352398144
1602892800,2020-10-17 00:00:00,LTC/USDT,47.604,47.621,46.306,46.919,10402.88606096,489576.40760080921
1602806400,2020-10-16 00:00:00,LTC/USDT,49.531,49.832,45.57,47.575,31501.30352263,1487024.05510848619
1602720000,2020-10-15 00:00:00,LTC/USDT,49.77,50.225,48.82,49.515,12999.71802203,644762.23549406882
1602633600,2020-10-14 00:00:00,LTC/USDT,49.956,51,49.284,49.783,17893.54054939,895617.59737870046
1602547200,2020-10-13 00:00:00,LTC/USDT,50.585,50.677,48.84,49.914,16874.22406273,842567.14781000278
1602460800,2020-10-12 00:00:00,LTC/USDT,50.473,51.508,49.274,50.586,23979.03033283,1210981.24739270614
1602374400,2020-10-11 00:00:00,LTC/USDT,48.825,51.23,48.662,50.484,18905.7619874,948632.85920745396
1602288000,2020-10-10 00:00:00,LTC/USDT,47.786,50.469,47.762,48.877,16434.97897521,811111.08223489515
1602201600,2020-10-09 00:00:00,LTC/USDT,47.214,48.186,46.593,47.775,10008.02327936,473923.86809122179
1602115200,2020-10-08 00:00:00,LTC/USDT,46.564,47.469,45.47,47.204,10759.89820526,501546.64617671149
1602028800,2020-10-07 00:00:00,LTC/USDT,45.928,46.927,44.974,46.546,9382.60838075,431821.5901527054
1601942400,2020-10-06 00:00:00,LTC/USDT,46.342,48.228,45.526,45.927,16437.22031089,763547.61386103821
1601856000,2020-10-05 00:00:00,LTC/USDT,46.662,47.058,45.551,46.338,8359.88122027,386315.60459640522
1601769600,2020-10-04 00:00:00,LTC/USDT,45.495,47.021,45.282,46.663,3152.53681458,146041.2181891037
1601683200,2020-10-03 00:00:00,LTC/USDT,44.911,45.954,44.75,45.495,5526.84490876,251086.14176937264
1601596800,2020-10-02 00:00:00,LTC/USDT,46.259,46.964,43.2,44.897,13767.51387805,620840.42946346971
1601510400,2020-10-01 00:00:00,LTC/USDT,46.28,48.449,45.284,46.261,17894.3353625,835061.21611588638
1601424000,2020-09-30 00:00:00,LTC/USDT,45.679,46.683,45.437,46.189,5281.53470743,243176.87231693403
1601337600,2020-09-29 00:00:00,LTC/USDT,45.237,45.849,44.96,45.683,6649.10279402,302133.74812436827
1601251200,2020-09-28 00:00:00,LTC/USDT,46.097,47.141,44.848,45.208,16546.97827303,764779.63674963354
1601164800,2020-09-27 00:00:00,LTC/USDT,46.009,46.597,44.584,46.067,8689.65780063,397976.47985255313
1601078400,2020-09-26 00:00:00,LTC/USDT,46.012,46.55,45.13,46.009,11809.97229825,542450.21228999597
1600992000,2020-09-25 00:00:00,LTC/USDT,44.931,46.575,43.966,46.011,16308.19253675,742149.67309975674
1600905600,2020-09-24 00:00:00,LTC/USDT,42.992,45.272,42.576,44.909,16458.53249803,729264.43712366045
1600819200,2020-09-23 00:00:00,LTC/USDT,44.472,45.145,42.255,42.99,24981.45437979,1093826.63820946627
1600732800,2020-09-22 00:00:00,LTC/USDT,43.177,44.776,42.75,44.462,13121.51605189,574094.34608544359
1600646400,2020-09-21 00:00:00,LTC/USDT,47.099,47.638,41.57,43.15,47025.66273905,2082867.23580413652
1600560000,2020-09-20 00:00:00,LTC/USDT,48.498,48.506,46.2,47.121,18475.44929533,872262.19379326128
1600473600,2020-09-19 00:00:00,LTC/USDT,48.542,48.998,47.954,48.511,11134.96424781,539834.64671250223
1600387200,2020-09-18 00:00:00,LTC/USDT,48.849,49.079,47.474,48.546,19969.18718836,965301.57189417087
1600300800,2020-09-17 00:00:00,LTC/USDT,47.739,49.65,47.638,48.839,23151.99548768,1125569.77952747037
1600214400,2020-09-16 00:00:00,LTC/USDT,48.308,48.733,46.916,47.739,27692.44697125,1328937.44346796523
1600128000,2020-09-15 00:00:00,LTC/USDT,49.096,50.362,48.12,48.303,33575.19356553,1651129.38686625831
1600041600,2020-09-14 00:00:00,LTC/USDT,48.15,49.623,47.117,49.1,28223.67744193,1363350.85312328872
1599955200,2020-09-13 00:00:00,LTC/USDT,50.818,51.025,47.293,48.149,35605.99245263,1746310.89858243576
1599868800,2020-09-12 00:00:00,LTC/USDT,48.94,51.298,48.384,50.818,25924.3154843,1289399.36418808102
1599782400,2020-09-11 00:00:00,LTC/USDT,48.699,49.408,47.388,48.943,29886.56053258,1447214.68635086905
1599696000,2020-09-10 00:00:00,LTC/USDT,47.79,49.443,47.781,48.69,36801.74615611,1792790.6610515351
1599609600,2020-09-09 00:00:00,LTC/USDT,47.469,48.831,46.547,47.837,33533.47747894,1599853.2456388333
1599523200,2020-09-08 00:00:00,LTC/USDT,48.832,49.33,45.996,47.456,70525.20028214,3356199.75807870459
1599436800,2020-09-07 00:00:00,LTC/USDT,47.912,49.156,45.238,48.828,71447.60329803,3378708.08609175294
1599350400,2020-09-06 00:00:00,LTC/USDT,47.834,49.174,46.287,47.901,74011.8627503,3541623.19637815966
1599264000,2020-09-05 00:00:00,LTC/USDT,50.339,51.306,45.3,47.841,164707.11597556,7905268.80020901134
1599177600,2020-09-04 00:00:00,LTC/USDT,47.264,52.365,46.282,50.335,144411.62460748,7124224.93851661731
1599091200,2020-09-03 00:00:00,LTC/USDT,58.066,58.586,44.406,47.298,107531.18964464,5734264.21871796075
1599004800,2020-09-02 00:00:00,LTC/USDT,62.68,63.183,55.169,58.064,72985.88425593,4356922.20159052608
1598918400,2020-09-01 00:00:00,LTC/USDT,60.929,64.326,59.684,62.711,70354.65918879,4409941.78105499486
1598832000,2020-08-31 00:00:00,LTC/USDT,62.885,63.671,60.108,60.99,37723.18706217,2334330.57765992413
1598745600,2020-08-30 00:00:00,LTC/USDT,56.951,62.935,56.92,62.88,53799.17384021,3235206.44438116445
1598659200,2020-08-29 00:00:00,LTC/USDT,57.39,58.165,56.808,56.973,34865.32553267,2007273.72734257852
1598572800,2020-08-28 00:00:00,LTC/USDT,56.115,58.221,55.33,57.37,44461.55216244,2534351.48225265585
1598486400,2020-08-27 00:00:00,LTC/USDT,58.124,59.24,53.956,56.11,63043.42315693,3559238.32683386407
1598400000,2020-08-26 00:00:00,LTC/USDT,58.334,59.09,57.019,58.109,36039.2518319,2090709.19560360499
1598313600,2020-08-25 00:00:00,LTC/USDT,62.062,62.275,56.619,58.34,81181.35258668,4796201.70571130922
1598227200,2020-08-24 00:00:00,LTC/USDT,60.545,62.981,59.934,62.062,35016.72004684,2163961.28166637077
1598140800,2020-08-23 00:00:00,LTC/USDT,60.24,61.603,58.023,60.545,46613.40044267,2779519.28398062229
1598054400,2020-08-22 00:00:00,LTC/USDT,59.189,60.525,57.713,60.241,38057.14552855,2251333.34551748963
1597968000,2020-08-21 00:00:00,LTC/USDT,62.79,63.863,58.78,59.173,75863.47643904,4636499.47683386088
1597881600,2020-08-20 00:00:00,LTC/USDT,62.162,63.66,60.977,62.791,54718.5896826,3421947.8952397307
1597795200,2020-08-19 00:00:00,LTC/USDT,65.417,67.114,58.814,62.111,106279.30271497,6597402.09741179054
1597708800,2020-08-18 00:00:00,LTC/USDT,67.245,68.361,62.202,65.439,71581.11595607,4714101.98144290093
1597622400,2020-08-17 00:00:00,LTC/USDT,63.868,68.986,61.392,67.248,98768.75405276,6444628.98569373302
1597536000,2020-08-16 00:00:00,LTC/USDT,59.868,64.6,58.2,63.853,60600.35492011,3754801.46142207656
1597449600,2020-08-15 00:00:00,LTC/USDT,56.779,60.862,56.533,59.838,50573.48557317,2979956.94020117882
1597363200,2020-08-14 00:00:00,LTC/USDT,57.105,57.829,55.82,56.768,37392.00148285,2121943.76756515404
1597276800,2020-08-13 00:00:00,LTC/USDT,54.536,57.265,51.872,57.098,42849.56919608,2359159.70308832665
1597190400,2020-08-12 00:00:00,LTC/USDT,54.11,55.002,51.547,54.536,27886.14495221,1506090.43955276448
1597104000,2020-08-11 00:00:00,LTC/USDT,58.29,59.64,52.394,54.111,42521.87258684,2376917.30515923832
1597017600,2020-08-10 00:00:00,LTC/USDT,56.968,59.36,56.538,58.291,20693.53642937,1200583.19741659332
1596931200,2020-08-09 00:00:00,LTC/USDT,58.438,58.646,56.063,56.965,15252.64595126,875337.98152501054
1596844800,2020-08-08 00:00:00,LTC/USDT,57.153,58.524,56.466,58.437,13906.90567407,802356.02405317114
1596758400,2020-08-07 00:00:00,LTC/USDT,59.06,61.079,53.001,57.158,50092.45353761,2915501.16101580362
1596672000,2020-08-06 00:00:00,LTC/USDT,58.88,60.853,57.721,59.073,42217.27744133,2508034.1861655797
1596585600,2020-08-05 00:00:00,LTC/USDT,57.595,59.739,56.773,58.875,31949.11240471,1871233.42236330671
1596499200,2020-08-04 00:00:00,LTC/USDT,58.504,59.6,56.418,57.595,30752.34043342,1782583.31800781377
1596412800,2020-08-03 00:00:00,LTC/USDT,56.758,60.045,55.764,58.49,37455.00984589,2180482.54163857949
1596326400,2020-08-02 00:00:00,LTC/USDT,61.654,65.232,46.185,56.758,83395.78782187,4895326.35896928958
1596240000,2020-08-01 00:00:00,LTC/USDT,58.156,62.23,57.562,61.664,44965.9617426,2710775.7813918854
1596153600,2020-07-31 00:00:00,LTC/USDT,56.719,59.2,55.788,58.155,29139.75184224,1681138.77415921733
1596067200,2020-07-30 00:00:00,LTC/USDT,55.16,58.663,53.912,56.719,40332.81105684,2276137.33918100486
