https://www.CryptoDataDownload.com,,,,,,,,
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1616976000,2021-03-29 00:00:00,BTC/USDT,55772.8,58400.5,54926.5,57628.9,4413.63121553,251384747.30165
1616889600,2021-03-28 00:00:00,BTC/USDT,55820.3,56541,54666.6,55772.9,3158.20452681,176119911.151715
1616803200,2021-03-27 00:00:00,BTC/USDT,55031.9,56628.6,53967.5,55820.4,3634.73588532,200758048.816804
1616716800,2021-03-26 00:00:00,BTC/USDT,51301.7,55062.5,51225.3,55032,4609.48192944,245299757.45154
1616630400,2021-03-25 00:00:00,BTC/USDT,52307.1,53239.1,50455,51301.7,7242.6466396,375950351.557038
1616544000,2021-03-24 00:00:00,BTC/USDT,54348.4,57200,51499.6,52307.4,6416.76024581,351202326.218691
1616457600,2021-03-23 00:00:00,BTC/USDT,54086.8,55823.1,52986.3,54348.4,4374.34046303,239135883.538399
1616371200,2021-03-22 00:00:00,BTC/USDT,57345.3,58415.5,53667,54096.1,4219.99501831,237141977.003568
1616284800,2021-03-21 00:00:00,BTC/USDT,58113.5,58591.6,55501,57350.2,3265.35649781,186845535.507152
1616198400,2021-03-20 00:00:00,BTC/USDT,58024.3,59874.6,57825.6,58113.5,2746.52973805,161565114.1653
1616112000,2021-03-19 00:00:00,BTC/USDT,57648.9,59450.1,56071,58024.2,3727.09434161,217005823.723995
1616025600,2021-03-18 00:00:00,BTC/USDT,58882.9,60107.7,57000,57648.9,5073.7458698,297279816.54052
1615939200,2021-03-17 00:00:00,BTC/USDT,56880.3,58951.8,54147.5,58875.8,5828.79026943,328135601.64866
1615852800,2021-03-16 00:00:00,BTC/USDT,55607.1,56918.9,53240.3,56880.3,7410.49057723,409052587.523701
1615766400,2021-03-15 00:00:00,BTC/USDT,59000,60632.9,54525.6,55607.1,5910.33518227,338468393.188726
1615680000,2021-03-14 00:00:00,BTC/USDT,61174.3,61700,59000,59000,3084.33952274,186155667.656432
1615593600,2021-03-13 00:00:00,BTC/USDT,57220.7,61815.3,56059.3,61180.9,4394.62318443,259602986.875738
1615507200,2021-03-12 00:00:00,BTC/USDT,57781,58057.5,55013.7,57238.5,4031.0376629,228810606.091302
1615420800,2021-03-11 00:00:00,BTC/USDT,55863.7,58150,54238,57781.1,3403.69441456,191915265.020542
1615334400,2021-03-10 00:00:00,BTC/USDT,54867.5,57364,52911.4,55865.5,4049.50553851,224565244.752335
1615248000,2021-03-09 00:00:00,BTC/USDT,52376.9,54867.6,51833.8,54867.6,3070.93581512,165487483.114064
1615161600,2021-03-08 00:00:00,BTC/USDT,50956.6,52387.5,49287.5,52377,2710.99151191,137751640.241287
1615075200,2021-03-07 00:00:00,BTC/USDT,48885,51424.7,48885,50930.4,2444.3584982,122962479.787997
1614988800,2021-03-06 00:00:00,BTC/USDT,48746.9,49255.1,47001,48871.9,1949.15311354,94201823.8103146
1614902400,2021-03-05 00:00:00,BTC/USDT,48374.5,49450,46189.8,48758.9,3697.34556922,176318969.507295
1614816000,2021-03-04 00:00:00,BTC/USDT,50347.6,51762.1,47505.7,48374.5,3624.17683614,178873453.275155
1614729600,2021-03-03 00:00:00,BTC/USDT,48440.6,52623.9,48100,50345.5,3177.38943911,160801620.821886
1614643200,2021-03-02 00:00:00,BTC/USDT,49590.3,50201.6,47052.8,48441.2,2936.94454126,142575425.463058
1614556800,2021-03-01 00:00:00,BTC/USDT,45136.5,49771.3,44958.9,49590.3,3548.51026561,169389196.772247
1614470400,2021-02-28 00:00:00,BTC/USDT,46111.3,46626.1,43004.3,45141.6,3940.17863714,175990962.484552
1614384000,2021-02-27 00:00:00,BTC/USDT,46290.2,48381.9,44836.5,46114.4,2872.64640734,134946360.02043
1614297600,2021-02-26 00:00:00,BTC/USDT,47082,48408.8,44135,46289.6,5329.77125908,247604118.914147
1614211200,2021-02-25 00:00:00,BTC/USDT,49676.5,52019.6,46624.4,47082.7,3701.80236678,184044004.383579
1614124800,2021-02-24 00:00:00,BTC/USDT,48902.9,51361.9,47003.2,49685.2,4816.75027676,239303706.844273
1614038400,2021-02-23 00:00:00,BTC/USDT,54085.9,54174.2,44900,48908.3,8048.96505298,389277314.445372
1613952000,2021-02-22 00:00:00,BTC/USDT,57420.6,57517.8,44160,54096.6,6125.32442907,330513978.45731
1613865600,2021-02-21 00:00:00,BTC/USDT,55851.4,58336.3,55489.6,57423,2514.02340013,143658132.671448
1613779200,2021-02-20 00:00:00,BTC/USDT,55893.6,57622.6,53463.3,55851.5,3394.87226216,190744601.429331
1613692800,2021-02-19 00:00:00,BTC/USDT,51561.1,56317.7,50727,55890.5,3749.6920105,200656740.865959
1613606400,2021-02-18 00:00:00,BTC/USDT,52114.3,52522.9,50906.4,51568.9,2183.18379408,113272339.172175
1613520000,2021-02-17 00:00:00,BTC/USDT,49147.7,52609.6,48931.1,52118.1,3356.85082847,170893567.530349
1613433600,2021-02-16 00:00:00,BTC/USDT,47913.1,50619.3,47023.9,49147.7,3599.85370182,176084748.845658
1613347200,2021-02-15 00:00:00,BTC/USDT,48587.2,49003.6,42841.6,47904.4,3974.98461358,188990056.269236
1613260800,2021-02-14 00:00:00,BTC/USDT,47152.5,49686.9,47026.3,48591.9,3359.4690565,163299915.839307
1613174400,2021-02-13 00:00:00,BTC/USDT,47305.4,48120.5,46225.5,47152.6,2740.99221759,129227867.922246
1613088000,2021-02-12 00:00:00,BTC/USDT,47963.1,48958.8,46181.2,47310.7,3356.01832119,159561721.419696
1613001600,2021-02-11 00:00:00,BTC/USDT,44806.1,48647.6,44005.8,47941.5,4045.91883504,188171651.974437
1612915200,2021-02-10 00:00:00,BTC/USDT,46430,47300,43687.5,44812.2,4351.84907778,198189685.592029
1612828800,2021-02-09 00:00:00,BTC/USDT,46374.6,48139.3,44961,46434.8,4330.72854712,201891604.02716
1612742400,2021-02-08 00:00:00,BTC/USDT,38807.6,46767.9,38010,46373.5,4971.54731481,212132648.426719
1612656000,2021-02-07 00:00:00,BTC/USDT,39195.4,39623.6,37341.4,38807.6,2389.96820017,91972455.8345354
1612569600,2021-02-06 00:00:00,BTC/USDT,38294.4,40964.2,38217.5,39195.5,3882.29460938,153897343.463151
1612483200,2021-02-05 00:00:00,BTC/USDT,36936.4,38300,36575.7,38294.4,2292.11138339,86197126.8736504
1612396800,2021-02-04 00:00:00,BTC/USDT,37612.1,38700,36155.4,36948.5,3597.00712134,134562940.485777
1612310400,2021-02-03 00:00:00,BTC/USDT,35480.2,37651,35377.6,37618.7,2741.60580921,100220161.698158
1612224000,2021-02-02 00:00:00,BTC/USDT,33523,35974.7,33411.4,35481.7,2920.85539599,101693604.841964
1612137600,2021-02-01 00:00:00,BTC/USDT,33100.7,34693.8,32300,33522.5,3637.97258506,122663289.527182
1612051200,2021-01-31 00:00:00,BTC/USDT,34274.3,34338.8,32120.9,33100.8,2427.4248601,80796973.1757218
1611964800,2021-01-30 00:00:00,BTC/USDT,34240.7,34914.9,32810,34273.2,3407.8539956,115776990.194051
1611878400,2021-01-29 00:00:00,BTC/USDT,33351.6,38527.2,31924.6,34240.3,9461.05193595,336548477.599857
1611792000,2021-01-28 00:00:00,BTC/USDT,30353.9,33761.2,29847.5,33353.1,3410.01299647,108315018.85438
1611705600,2021-01-27 00:00:00,BTC/USDT,32475.3,32546.9,29254.1,30343.9,4476.70527692,137625687.274325
1611619200,2021-01-26 00:00:00,BTC/USDT,32253.6,32911,30824.1,32477.4,3789.87118949,120848195.195991
1611532800,2021-01-25 00:00:00,BTC/USDT,32255.2,34853.3,31677.6,32268.8,3202.24460866,106674513.166807
1611446400,2021-01-24 00:00:00,BTC/USDT,32073.6,33068.2,30920.4,32255.3,2200.25702584,70624286.2245395
1611360000,2021-01-23 00:00:00,BTC/USDT,32951.6,33444.9,31398,32075.4,2873.25798454,92884159.6009589
1611273600,2021-01-22 00:00:00,BTC/USDT,30860.8,33814.4,28856,32958.6,6338.79035017,197989414.066782
1611187200,2021-01-21 00:00:00,BTC/USDT,35469.6,35597.5,30064.7,30860.8,6943.04006563,224524544.056125
1611100800,2021-01-20 00:00:00,BTC/USDT,35899.3,36404.4,33396.2,35474.7,3158.62573567,110343206.331996
1611014400,2021-01-19 00:00:00,BTC/USDT,36630.2,37859.3,35866.8,35899.3,2610.72769277,96234699.4747578
1610928000,2021-01-18 00:00:00,BTC/USDT,35824.4,37481.7,34783.1,36620.7,2997.11416823,108121789.605381
1610841600,2021-01-17 00:00:00,BTC/USDT,35992.7,36843.6,33804.9,35836.2,3449.09524186,122372685.921101
1610755200,2021-01-16 00:00:00,BTC/USDT,36745.1,37934.9,35378,35992.7,3963.06308779,145880725.130538
1610668800,2021-01-15 00:00:00,BTC/USDT,39150.6,39760,34364.1,36748.2,4823.48837879,177373458.900464
1610582400,2021-01-14 00:00:00,BTC/USDT,37364.5,40099.9,36747.1,39150.6,3997.60871964,154324088.453807
1610496000,2021-01-13 00:00:00,BTC/USDT,34050,37823,32361.8,37388.3,6127.99748073,211439082.731332
1610409600,2021-01-12 00:00:00,BTC/USDT,35395,36632.8,32542.9,34063.5,6938.01691122,240358993.690546
1610323200,2021-01-11 00:00:00,BTC/USDT,38160.7,38255.9,30425.1,35392.3,15510.10515384,525506119.195406
1610236800,2021-01-10 00:00:00,BTC/USDT,40096.6,41330.9,34329,38160.7,5343.46002775,207867270.369259
1610150400,2021-01-09 00:00:00,BTC/USDT,40578.8,41400,38734.2,40096.6,3405.50789894,137081709.496863
1610064000,2021-01-08 00:00:00,BTC/USDT,39439.5,41948.3,36232,40574.7,7040.21979864,278784126.711195
1609977600,2021-01-07 00:00:00,BTC/USDT,36750.5,40350,35700,39439.5,6417.76201806,245318722.26985
1609891200,2021-01-06 00:00:00,BTC/USDT,33946.6,36933.6,33310.9,36750.6,5514.16455318,192433638.930102
1609804800,2021-01-05 00:00:00,BTC/USDT,31993.1,34371,29806.1,33938.6,5222.37990469,167853552.80778
1609718400,2021-01-04 00:00:00,BTC/USDT,33005.9,33600.2,27500,31993,7405.23285327,232014964.385879
1609632000,2021-01-03 00:00:00,BTC/USDT,32181.3,34766,31500,33000.4,5674.96143676,190060494.200996
1609545600,2021-01-02 00:00:00,BTC/USDT,29333.2,33286.8,28949.2,32185.4,5165.02345878,162634217.224513
1609459200,2021-01-01 00:00:00,BTC/USDT,28924.9,29607.1,28633,29333.2,1672.60482834,48825289.8818881
1609372800,2020-12-31 00:00:00,BTC/USDT,28868.2,29333.1,27891.4,28920.5,2557.10505958,73593306.6695287
1609286400,2020-12-30 00:00:00,BTC/USDT,27385.3,28993.4,27300,28868.1,3097.20517931,87153870.3752386
1609200000,2020-12-29 00:00:00,BTC/USDT,27075.5,27405,25892.9,27383.3,2486.08046405,66288159.2371333
1609113600,2020-12-28 00:00:00,BTC/USDT,26279.8,27495.8,26104.4,27075.6,2223.68571799,59942921.5886696
1609027200,2020-12-27 00:00:00,BTC/USDT,26487.5,28418.2,25700,26282.5,4915.61631982,133104656.216638
1608940800,2020-12-26 00:00:00,BTC/USDT,24709.9,26869.3,24502.7,26486.9,2781.26887939,71245479.4449164
1608854400,2020-12-25 00:00:00,BTC/USDT,23728.9,24783.7,23429.5,24706.7,2201.05246771,53166907.8818577
1608768000,2020-12-24 00:00:00,BTC/USDT,23232.5,23797.3,22705.7,23729.6,1787.55195955,41445144.9690014
1608681600,2020-12-23 00:00:00,BTC/USDT,23813.1,24125,22615.8,23230.7,3045.96872549,71427924.7415627
1608595200,2020-12-22 00:00:00,BTC/USDT,22725.5,23831.7,22371.7,23813.1,2196.04706422,50652136.1895471
1608508800,2020-12-21 00:00:00,BTC/USDT,23469.5,24103.4,21576.9,22717.5,3075.11333526,70516151.9378841
1608422400,2020-12-20 00:00:00,BTC/USDT,23827.1,24297.7,23085,23469.5,1688.07445198,39862615.5442585
1608336000,2020-12-19 00:00:00,BTC/USDT,23113,24166.8,22737.2,23828,1977.608544,46540822.4449166
1608249600,2020-12-18 00:00:00,BTC/USDT,22799.8,23279,22348,23110.8,1721.2589705,39316497.4116199
1608163200,2020-12-17 00:00:00,BTC/USDT,21340.8,23842.1,21235,22805.7,5322.25955604,120800028.26367
1608076800,2020-12-16 00:00:00,BTC/USDT,19425.5,21550,19283.7,21340.8,2689.22303743,54998465.1748475
1607990400,2020-12-15 00:00:00,BTC/USDT,19271.1,19568.3,19050,19425.4,1169.89543121,22644928.4916357
1607904000,2020-12-14 00:00:00,BTC/USDT,19176.1,19348.2,19002.2,19271.1,830.18279453,15916667.8892913
1607817600,2020-12-13 00:00:00,BTC/USDT,18809.8,19411,18715,19176.1,1285.87149129,24652286.6450978
1607731200,2020-12-12 00:00:00,BTC/USDT,18035.9,18942.1,18020.9,18806.8,968.56828459,17923733.3039392
1607644800,2020-12-11 00:00:00,BTC/USDT,18251.4,18288.9,17584.2,18027,1845.5977192,33048546.8249073
1607558400,2020-12-10 00:00:00,BTC/USDT,18540,18552.2,17913.4,18251.2,1255.37068042,22921047.2156985
1607472000,2020-12-09 00:00:00,BTC/USDT,18326.3,18635.5,17640.8,18540.1,1871.18861253,34056580.8421068
1607385600,2020-12-08 00:00:00,BTC/USDT,19169,19293.4,18183,18327.3,1367.1061265,25651244.0188617
1607299200,2020-12-07 00:00:00,BTC/USDT,19360.8,19419.1,18902,19168.9,1018.93226272,19534653.7066746
1607212800,2020-12-06 00:00:00,BTC/USDT,19147,19425.1,18859.3,19362.6,1109.78287701,21261532.6634402
1607126400,2020-12-05 00:00:00,BTC/USDT,18652.5,19172.8,18505.7,19147,914.51552453,17325178.5609652
1607040000,2020-12-04 00:00:00,BTC/USDT,19425.4,19525.9,18548.6,18654.6,1794.75097912,34138071.041227
1606953600,2020-12-03 00:00:00,BTC/USDT,19202.9,19602.9,18872.6,19423.8,1633.73872106,31489486.287758
1606867200,2020-12-02 00:00:00,BTC/USDT,18770.5,19337,18325,19206,2575.27420669,48748096.7064455
1606780800,2020-12-01 00:00:00,BTC/USDT,19693.8,19888.9,18011,18770.5,3564.56780269,68126598.1814773
1606694400,2020-11-30 00:00:00,BTC/USDT,18182.7,19868.3,17229.8,19693.9,3639.06879152,69277740.2219916
1606608000,2020-11-29 00:00:00,BTC/USDT,17716.8,18346.7,17517.5,18180.4,1639.9569172,29506481.4777539
1606521600,2020-11-28 00:00:00,BTC/USDT,17139.2,17873.8,16866.1,17716.8,1841.96742642,32079169.7222846
1606435200,2020-11-27 00:00:00,BTC/USDT,17148.8,17451.2,16446.1,17139.2,2721.94456076,46106480.7848653
1606348800,2020-11-26 00:00:00,BTC/USDT,18722.2,18913.1,16203.3,17148.5,5594.26051216,96668242.7878757
1606262400,2020-11-25 00:00:00,BTC/USDT,19160,19480,18479.7,18723.3,2559.63582582,48673730.6910799
1606176000,2020-11-24 00:00:00,BTC/USDT,18370.3,19412.5,17999.9,19153.2,3392.94521173,64022858.3278923
1606089600,2020-11-23 00:00:00,BTC/USDT,18415.1,18762,18009,18370.6,2338.73016754,43071729.5814468
1606003200,2020-11-22 00:00:00,BTC/USDT,18702.2,18749.1,17622.2,18416.9,2373.60044413,43504186.8364542
1605916800,2020-11-21 00:00:00,BTC/USDT,18659.4,18964.9,18322.3,18702.2,2063.26469505,38567436.6287334
1605830400,2020-11-20 00:00:00,BTC/USDT,17802.8,18808.6,17747.4,18659.4,2195.47334822,40325078.2273223
1605744000,2020-11-19 00:00:00,BTC/USDT,17779.2,18170.7,17339.5,17805.7,2153.85752161,38367040.4572808
1605657600,2020-11-18 00:00:00,BTC/USDT,17657.1,18470.2,17112.2,17775.4,4258.20139296,75996631.3153792
1605571200,2020-11-17 00:00:00,BTC/USDT,16711.8,17857.5,16527,17665.7,3091.13241231,53473990.919202
1605484800,2020-11-16 00:00:00,BTC/USDT,15957.4,16881.1,15868.8,16711.8,1742.5333912,28699492.8208948
1605398400,2020-11-15 00:00:00,BTC/USDT,16071.3,16158.5,15776.5,15954,977.47524027,15609155.4573374
1605312000,2020-11-14 00:00:00,BTC/USDT,16320.8,16325.8,15701.5,16064.7,1143.28365949,18254961.3287558
1605225600,2020-11-13 00:00:00,BTC/USDT,16290.4,16472.3,15954.2,16320.9,1744.72060174,28383384.2175561
1605139200,2020-11-12 00:00:00,BTC/USDT,15686.5,16338.3,15450,16297.1,2378.99407168,37911608.3494803
1605052800,2020-11-11 00:00:00,BTC/USDT,15298,15972.9,15272.2,15688.4,1855.11283173,29009509.0807477
1604966400,2020-11-10 00:00:00,BTC/USDT,15326.8,15458.1,15077,15299.4,1185.11508329,18125019.560115
1604880000,2020-11-09 00:00:00,BTC/USDT,15477.4,15840,14809.2,15326.8,3638.51854379,55734917.6723041
1604793600,2020-11-08 00:00:00,BTC/USDT,14816.5,15650,14706.4,15478.3,2443.80984902,37234143.0876089
1604707200,2020-11-07 00:00:00,BTC/USDT,15580.6,15751.9,14344.5,14814.6,4357.40480691,65926683.1929818
1604620800,2020-11-06 00:00:00,BTC/USDT,15591.3,15959.6,15179.5,15578.3,5512.90554053,85899207.3623988
1604534400,2020-11-05 00:00:00,BTC/USDT,14141.3,15746.2,14095.4,15589.8,4809.04202935,71710999.8967515
1604448000,2020-11-04 00:00:00,BTC/USDT,14019.7,14256.4,13529.2,14141.3,3122.75651384,43464532.5847685
1604361600,2020-11-03 00:00:00,BTC/USDT,13550.8,14060.6,13277.5,14019.8,2630.70110277,35861491.1826564
1604275200,2020-11-02 00:00:00,BTC/USDT,13758.8,13829.2,13196.3,13550.9,2156.93846771,29176290.9935486
1604188800,2020-11-01 00:00:00,BTC/USDT,13792,13891,13620,13758.7,1249.74802079,17194847.0504138
1604102400,2020-10-31 00:00:00,BTC/USDT,13557.3,14100,13412.8,13792.1,2556.24212234,35200579.6415327
1604016000,2020-10-30 00:00:00,BTC/USDT,13454.9,13666.9,13113,13556.7,2649.22723858,35442816.8874922
1603929600,2020-10-29 00:00:00,BTC/USDT,13268.9,13638.3,12974.3,13455,2411.68085079,32168710.2571456
1603843200,2020-10-28 00:00:00,BTC/USDT,13636.8,13853.7,12892.7,13270.8,3936.14923573,52496498.4320184
1603756800,2020-10-27 00:00:00,BTC/USDT,13055.1,13785.8,13038.6,13636.9,2546.50539743,34302557.9422881
1603670400,2020-10-26 00:00:00,BTC/USDT,13031.3,13232.4,12772,13055.3,1853.59561111,24137486.6997977
1603584000,2020-10-25 00:00:00,BTC/USDT,13110.5,13350,12899,13031.3,1338.08546852,17483435.3269146
1603497600,2020-10-24 00:00:00,BTC/USDT,12923.9,13163.9,12871.8,13110.6,1351.85608735,17613345.2724264
1603411200,2020-10-23 00:00:00,BTC/USDT,12967.7,13040.9,12723.6,12924.6,2034.84721128,26277001.1212819
1603324800,2020-10-22 00:00:00,BTC/USDT,12785,13183,12678.5,12967.7,3789.94848931,48976702.7225252
1603238400,2020-10-21 00:00:00,BTC/USDT,11909.6,13243.8,11887.5,12785.1,5193.56775119,65214802.6462021
1603152000,2020-10-20 00:00:00,BTC/USDT,11750.1,12032.3,11680,11909.6,2412.2180752,28649157.1967596
1603065600,2020-10-19 00:00:00,BTC/USDT,11502.4,11825.2,11407,11750,1257.07306071,14625643.3184601
1602979200,2020-10-18 00:00:00,BTC/USDT,11361.4,11504.4,11345.4,11502.3,673.63560348,7700676.26912231
1602892800,2020-10-17 00:00:00,BTC/USDT,11317.9,11402.8,11259.7,11361.3,664.50882251,7530971.68771107
1602806400,2020-10-16 00:00:00,BTC/USDT,11502.8,11538.9,11200,11317.9,1554.86226352,17615980.2883426
1602720000,2020-10-15 00:00:00,BTC/USDT,11418.2,11610,11254.7,11503.9,1860.50806848,21213508.958045
1602633600,2020-10-14 00:00:00,BTC/USDT,11420.9,11544.3,11288.4,11416.4,1336.83313052,15230957.2986189
1602547200,2020-10-13 00:00:00,BTC/USDT,11530.6,11554.5,11307.6,11419.4,1397.2409329,15972907.6859791
1602460800,2020-10-12 00:00:00,BTC/USDT,11371,11718,11187,11530.7,1892.14328761,21720351.074411
1602374400,2020-10-11 00:00:00,BTC/USDT,11294.5,11443,11269.9,11371,950.06535704,10789988.6667571
1602288000,2020-10-10 00:00:00,BTC/USDT,11052.8,11488.7,11051.5,11294.4,1515.47941721,17182282.6471677
1602201600,2020-10-09 00:00:00,BTC/USDT,10923.6,11101,10833.3,11052.9,1127.66673597,12413609.6391522
1602115200,2020-10-08 00:00:00,BTC/USDT,10666.7,10947.4,10532.4,10923.6,1919.82356714,20788596.1974267
1602028800,2020-10-07 00:00:00,BTC/USDT,10570.1,10680.4,10532.9,10667.1,1419.94662291,15043704.9460429
1601942400,2020-10-06 00:00:00,BTC/USDT,10792.5,10800,10525,10570.3,1811.5187879,19270328.8788283
1601856000,2020-10-05 00:00:00,BTC/USDT,10663.1,10798,10617.6,10792.4,946.93192161,10142571.7537355
1601769600,2020-10-04 00:00:00,BTC/USDT,10539,10688.9,10516.3,10664.1,589.69900962,6253865.13075618
1601683200,2020-10-03 00:00:00,BTC/USDT,10566.6,10599.6,10483.4,10539,617.07135365,6507069.82079456
1601596800,2020-10-02 00:00:00,BTC/USDT,10619.4,10663.7,10371.6,10566.5,2010.12370424,21111241.493881
1601510400,2020-10-01 00:00:00,BTC/USDT,10777.2,10917.5,10437.5,10620.1,2273.32448141,24280779.681976
1601424000,2020-09-30 00:00:00,BTC/USDT,10840.2,10846.8,10658.2,10777.2,935.62176325,10047258.6986413
1601337600,2020-09-29 00:00:00,BTC/USDT,10693.1,10872.3,10630,10840.2,1119.5932882,12002442.8309686
1601251200,2020-09-28 00:00:00,BTC/USDT,10772.5,10956.8,10636.9,10693.2,1701.83514954,18483736.16412
1601164800,2020-09-27 00:00:00,BTC/USDT,10728.9,10798.7,10589.4,10772.4,1182.99980084,12675761.1905507
1601078400,2020-09-26 00:00:00,BTC/USDT,10688.2,10823,10646.9,10729,1368.71840622,14666559.6191736
1600992000,2020-09-25 00:00:00,BTC/USDT,10736.2,10759.2,10554.8,10688.2,2122.74079415,22619114.4461918
1600905600,2020-09-24 00:00:00,BTC/USDT,10241.7,10792.5,10194.2,10736.3,2843.34745818,29881440.2766973
1600819200,2020-09-23 00:00:00,BTC/USDT,10528.8,10535.4,10137.6,10241.7,3055.10883414,31686806.7010373
1600732800,2020-09-22 00:00:00,BTC/USDT,10417.1,10571.8,10357.6,10528.8,2495.44445648,26103733.9906568
1600646400,2020-09-21 00:00:00,BTC/USDT,10919.6,10986.7,10297.3,10417.1,4845.62709756,51304371.6134022
1600560000,2020-09-20 00:00:00,BTC/USDT,11081.6,11081.6,10754.6,10919.5,2205.61750318,24039099.0666776
1600473600,2020-09-19 00:00:00,BTC/USDT,10932.4,11178.2,10890,11081.6,1888.93772481,20826842.0848211
1600387200,2020-09-18 00:00:00,BTC/USDT,10938.8,11037,10815.1,10932.3,2104.08429366,22964818.353071
1600300800,2020-09-17 00:00:00,BTC/USDT,10954.7,11043.7,10746.5,10938.7,3121.63589363,33985407.099017
1600214400,2020-09-16 00:00:00,BTC/USDT,10784.9,11091.9,10665.1,10954.7,4229.84321714,46111235.9339653
1600128000,2020-09-15 00:00:00,BTC/USDT,10672.3,10930.1,10606.5,10785,4378.23775425,47177935.0500867
1600041600,2020-09-14 00:00:00,BTC/USDT,10329.6,10749.1,10244.6,10672.9,3732.98560507,39353163.7974411
1599955200,2020-09-13 00:00:00,BTC/USDT,10440.2,10579,10214.1,10329.6,2789.48744619,28938920.3113589
1599868800,2020-09-12 00:00:00,BTC/USDT,10387,10476.9,10270.1,10440.2,1666.94276005,17296369.9884364
1599782400,2020-09-11 00:00:00,BTC/USDT,10337.9,10395.5,10196.6,10386.9,2377.07712515,24470994.0748113
1599696000,2020-09-10 00:00:00,BTC/USDT,10219.6,10482.7,10211.4,10338,3789.32033793,39177534.488943
1599609600,2020-09-09 00:00:00,BTC/USDT,10127.1,10341.8,9983.7,10219.7,3004.00307099,30600579.1349094
1599523200,2020-09-08 00:00:00,BTC/USDT,10372.1,10437.5,9851.8,10127.1,6037.49477764,60912156.0300877
1599436800,2020-09-07 00:00:00,BTC/USDT,10255.8,10411.6,9877,10372.1,5101.2820699,51650116.3318318
1599350400,2020-09-06 00:00:00,BTC/USDT,10168.1,10345.5,9996.9,10254.3,6372.5835542,64904632.1126798
1599264000,2020-09-05 00:00:00,BTC/USDT,10447.1,10565.2,9836.9,10166.4,13167.1919902,133940966.206513
1599177600,2020-09-04 00:00:00,BTC/USDT,10134.6,10625,9825,10447.2,10253.79712846,106170415.525604
1599091200,2020-09-03 00:00:00,BTC/USDT,11387.6,11458.7,9900,10136.2,8753.75581105,94769303.9632457
1599004800,2020-09-02 00:00:00,BTC/USDT,11922.5,11952.4,11155,11387.6,5319.0297894,61354174.3969404
1598918400,2020-09-01 00:00:00,BTC/USDT,11651.6,12049.4,11530.1,11922.4,4430.53125008,52596404.7101874
1598832000,2020-08-31 00:00:00,BTC/USDT,11710.9,11780,11572.1,11651.6,2849.94224514,33293706.406352
1598745600,2020-08-30 00:00:00,BTC/USDT,11467.3,11715.6,11460.7,11711,2833.24085284,32896421.4146331
1598659200,2020-08-29 00:00:00,BTC/USDT,11527.4,11577.6,11423.1,11467.4,2218.82286928,25519800.9122562
1598572800,2020-08-28 00:00:00,BTC/USDT,11329,11540,11279.1,11527.4,2829.93797101,32362796.5126303
1598486400,2020-08-27 00:00:00,BTC/USDT,11460.8,11584.7,11127,11327.9,4773.82465598,54132236.3087408
1598400000,2020-08-26 00:00:00,BTC/USDT,11320.7,11536.5,11243.6,11460.7,3754.66655695,42797831.3552079
1598313600,2020-08-25 00:00:00,BTC/USDT,11751.4,11765.8,11080.5,11320.7,4400.57820135,50297421.226904
1598227200,2020-08-24 00:00:00,BTC/USDT,11647.4,11823.8,11588.3,11751.4,2250.0288632,26403569.6976723
1598140800,2020-08-23 00:00:00,BTC/USDT,11665.4,11713.6,11514.8,11647.4,2214.22557473,25727159.4141388
1598054400,2020-08-22 00:00:00,BTC/USDT,11529.3,11685,11379,11665.3,2767.71720714,31954463.6338101
1597968000,2020-08-21 00:00:00,BTC/USDT,11858,11878,11492.8,11529.4,4107.07341878,48133950.6938145
1597881600,2020-08-20 00:00:00,BTC/USDT,11753.4,11879.7,11667.4,11858,3045.36114031,35922896.9657328
1597795200,2020-08-19 00:00:00,BTC/USDT,11945.4,12019.6,11563.5,11753.3,5696.51423367,67083607.0975178
1597708800,2020-08-18 00:00:00,BTC/USDT,12280.8,12383.1,11250,11945.4,5191.99726781,62737295.578088
1597622400,2020-08-17 00:00:00,BTC/USDT,11910.2,12450,11770.3,12280.8,5443.04315438,65821861.6111443
1597536000,2020-08-16 00:00:00,BTC/USDT,11854.5,11932.2,11685,11910.1,3726.66202642,44109139.0988007
1597449600,2020-08-15 00:00:00,BTC/USDT,11759.8,11980,11668.6,11854.4,4069.58175049,48282087.2658862
1597363200,2020-08-14 00:00:00,BTC/USDT,11775.7,11850,11635.6,11759.7,2906.7836547,34125775.0815793
1597276800,2020-08-13 00:00:00,BTC/USDT,11565,11787,11272.8,11775.6,4156.27605326,48028002.8689069
1597190400,2020-08-12 00:00:00,BTC/USDT,11392.1,11615.8,11152.4,11564.7,3634.25218513,41577942.7302724
1597104000,2020-08-11 00:00:00,BTC/USDT,11890.3,11933.2,11127.3,11392.1,6360.97783694,73435511.9236306
1597017600,2020-08-10 00:00:00,BTC/USDT,11682.2,12055.7,11500.1,11890.1,5342.23262017,63427375.9407279
1596931200,2020-08-09 00:00:00,BTC/USDT,11765.7,11794.1,11524.6,11682.2,3160.32762424,36842382.4935446
1596844800,2020-08-08 00:00:00,BTC/USDT,11592.3,11805,11518,11765.7,3712.55991915,43387835.8500213
1596758400,2020-08-07 00:00:00,BTC/USDT,11764.4,11906.7,11325,11592.3,5160.45766121,60108914.233292
